so_no,customer,pe_id,product_code,product_name,bom_status,mtype,mat_id,mat_code,mat_name,need_qty,po_no,po_id,po_status,link_state,po_qty
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3489,SK2111CSNC,SKINKRAFT COLLOIDAL OATMEAL AND SEABERRY PRE+ PROBIOTIC SKIN REPAIR NIGHT CREAM 30GM,Production Released,RM,3355,1000511,Niacinamide,2.4,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3489,SK2111CSNC,SKINKRAFT COLLOIDAL OATMEAL AND SEABERRY PRE+ PROBIOTIC SKIN REPAIR NIGHT CREAM 30GM,Production Released,RM,3411,1000612,WATER,100.308,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3507,SK2111GABS,SK GLOW GETTER ARBUTIN BRIGHTENING SERUM 15 ML,Production Released,RM,3411,1000612,WATER,426.15,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3507,SK2111GABS,SK GLOW GETTER ARBUTIN BRIGHTENING SERUM 15 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",13.5,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3507,SK2111GABS,SK GLOW GETTER ARBUTIN BRIGHTENING SERUM 15 ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),1.35,EI/PO/26-27/787,984,Released,unlinked,10
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3507,SK2111GABS,SK GLOW GETTER ARBUTIN BRIGHTENING SERUM 15 ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.9,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3495,SK2201HMDS,SKINKRAFT HYDRA BALANCE MOISTURIZER FOR SLIGHTLY DRY SKIN 45 ML,Production Released,RM,3411,1000612,WATER,186.03,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3495,SK2201HMDS,SKINKRAFT HYDRA BALANCE MOISTURIZER FOR SLIGHTLY DRY SKIN 45 ML,Production Released,RM,3355,1000511,Niacinamide,4.5,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3495,SK2201HMDS,SKINKRAFT HYDRA BALANCE MOISTURIZER FOR SLIGHTLY DRY SKIN 45 ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,0.225,EI/PO/26-27/881,1026,Released,unlinked,80
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3527,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3355,1000511,Niacinamide,3,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3527,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",2,EI/PO/26-27/786,983,Released,unlinked,200
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3527,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.5,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3527,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3677,2000054,Rose Oil,0.03,EI/PO/26-27/937,1066,Released,unlinked,1
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3527,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3411,1000612,WATER,91.15,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3497,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3355,1000511,Niacinamide,9,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3497,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",6,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3497,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),1.5,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3497,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3677,2000054,Rose Oil,0.09,EI/PO/26-27/937,1066,Released,unlinked,1
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3497,SK2202BSFT,SKINKRAFT BRIGHTSIDE FACIAL TONER FOR OILY SKIN 100 ML,Production Released,RM,3411,1000612,WATER,273.45,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3438,1001082,GALSOFT SCT 40,27,EI/PO/26-27/785,982,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",9,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3355,1000511,Niacinamide,7.2,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3503,1001220,GALSOFT ECOCARE 175,3.6,EI/PO/26-27/951,1077,Released,unlinked,50
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3793,1001341,FLOCARE C 122 PF,0.9,EI/PO/26-27/892,1033,Released,unlinked,60
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3411,1000612,WATER,67.86,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3092,1000173,Acrylates Copolymer,12.6,EI/PO/26-27/889,1030,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3493,SK2202DFCO,SKINKRAFT DEEP FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3092,1000173,Acrylates Copolymer,12.6,EI/PO/26-27/923,1056,Released,unlinked,400
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3499,SK2202GFTD,SK GLOW ON FACIAL TONER FOR SLIGHTLY DRY SKIN 100 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",12,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3499,SK2202GFTD,SK GLOW ON FACIAL TONER FOR SLIGHTLY DRY SKIN 100 ML,Production Released,RM,3355,1000511,Niacinamide,6,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3499,SK2202GFTD,SK GLOW ON FACIAL TONER FOR SLIGHTLY DRY SKIN 100 ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.6,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3499,SK2202GFTD,SK GLOW ON FACIAL TONER FOR SLIGHTLY DRY SKIN 100 ML,Production Released,RM,3677,2000054,Rose Oil,0.09,EI/PO/26-27/937,1066,Released,unlinked,1
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3499,SK2202GFTD,SK GLOW ON FACIAL TONER FOR SLIGHTLY DRY SKIN 100 ML,Production Released,RM,3411,1000612,WATER,271.35,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3411,1000612,WATER,67.41,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3438,1001082,SODIUM COCOYL METHYL TAURATE,27,EI/PO/26-27/785,982,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",9,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3355,1000511,Niacinamide,7.2,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3793,1001341,FLOCARE C 122 PF,0.9,EI/PO/26-27/892,1033,Released,unlinked,60
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3491,SK2112ASFC,SKINKRAFT ACNE SHIELD FACIAL CLEANSER FOR OILY SKIN 60 ML,Production Released,RM,3503,1001220,GALSOFT ECOCARE 175,3.6,EI/PO/26-27/951,1077,Released,unlinked,50
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,3411,1000612,WATER,88.26,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",14,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,3355,1000511,Niacinamide,8,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,3334,1000483,Bentonite,4,EI/PO/26-27/836,1000,Released,unlinked,50
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,3334,1000483,Bentonite,4,EI/PO/26-27/927,1060,Released,unlinked,300
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3488,SK2110NPFM,SK NIACINAMIDE WITH PEPTIDE DERMA FIRM FACIAL MASK 100 GM,Production Released,RM,2998,1000040,ARLACEL 2121,2,EI/PO/26-27/901,1041,Released,unlinked,50
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3355,1000511,Niacinamide,7.2,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),3.6,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3327,1000473,VEGAROL 1698,1.8,EI/PO/26-27/881,1026,Released,unlinked,100
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,0.9,EI/PO/26-27/881,1026,Released,unlinked,80
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.18,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3504,SK2109SPS,SKINKRAFT SKIN PLUMPING FACIAL SERUM FOR DULL SKIN 30ML,Production Released,RM,3411,1000612,WATER,141.21,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3494,SK0312URM,SK ULTRA RICH MOISTURIZER WITH CERAMIDE & SHEA BUTTER FOR DRY SKIN (PARABEN FREE) 45ML,Production Released,RM,3411,1000612,WATER,96.363,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3494,SK0312URM,SK ULTRA RICH MOISTURIZER WITH CERAMIDE & SHEA BUTTER FOR DRY SKIN (PARABEN FREE) 45ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",5.4,EI/PO/26-27/786,983,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3494,SK0312URM,SK ULTRA RICH MOISTURIZER WITH CERAMIDE & SHEA BUTTER FOR DRY SKIN (PARABEN FREE) 45ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,2.025,EI/PO/26-27/881,1026,Released,unlinked,80
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3494,SK0312URM,SK ULTRA RICH MOISTURIZER WITH CERAMIDE & SHEA BUTTER FOR DRY SKIN (PARABEN FREE) 45ML,Production Released,RM,3355,1000511,Niacinamide,1.35,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3494,SK0312URM,SK ULTRA RICH MOISTURIZER WITH CERAMIDE & SHEA BUTTER FOR DRY SKIN (PARABEN FREE) 45ML,Production Released,RM,2998,1000040,ARLACEL 2121,0.675,EI/PO/26-27/901,1041,Released,unlinked,50
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3355,1000511,Niacinamide,3.6,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3327,1000473,VEGAROL 1698,0.9,EI/PO/26-27/881,1026,Released,unlinked,100
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,0.45,EI/PO/26-27/881,1026,Released,unlinked,80
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.09,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.09,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3506,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3411,1000612,WATER,71.199,DPO-005,1087,Released,unlinked,179
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3355,1000511,Niacinamide,2.4,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3327,1000473,VEGAROL 1698,0.6,EI/PO/26-27/881,1026,Released,unlinked,100
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,0.3,EI/PO/26-27/881,1026,Released,unlinked,80
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.06,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.06,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3532,SK2108BFS,SKINKRAFT DARK SPOT BRIGHTENING FACIAL SERUM FOR DARK SPOTS 30 ML,Production Released,RM,3411,1000612,WATER,47.466,DPO-005,1087,Released,unlinked,179
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3536,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,8.548,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3536,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,8.548,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3536,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3542,1001284,CCTG,8.548,DPO-003,1085,Released,linked:PR,3
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3536,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3355,1000511,Niacinamide,3.4192,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00206,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3536,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3411,1000612,WATER,141.72584,DPO-005,1087,Released,unlinked,179
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3514,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,46,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3514,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,46,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3514,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3542,1001284,CCTG,46,DPO-003,1085,Released,linked:PR,3
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3514,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3355,1000511,Niacinamide,18.4,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3514,SK2109NBRG,SKINKRAFT BARRIER REPAIR MOISTURIZING GEL FOR DRY & NORMAL SKIN 40ML,Production Released,RM,3411,1000612,WATER,762.68,DPO-005,1087,Released,unlinked,179
SO-00679,MakeO Healthcare Technologies Pvt Ltd,3268,PR0006792,MAKEO ACNE AWAY PORE PERFECTING TONER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,1.58,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00679,MakeO Healthcare Technologies Pvt Ltd,3268,PR0006792,MAKEO ACNE AWAY PORE PERFECTING TONER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,1.58,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00679,MakeO Healthcare Technologies Pvt Ltd,3268,PR0006792,MAKEO ACNE AWAY PORE PERFECTING TONER 100ML,Production Released,RM,3257,1000392,Salicylic Acid,0.158,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00679,MakeO Healthcare Technologies Pvt Ltd,3268,PR0006792,MAKEO ACNE AWAY PORE PERFECTING TONER 100ML,Production Released,RM,3411,1000612,AQUA,11.6446,DPO-005,1087,Released,unlinked,179
SO-00600,Sweta Clinics Ultima,3295,PR0003569,ULTIMA NS VITALS HAIR SERUM 50 ML,Production Released,RM,3411,1000612,WATER,9.92655,DPO-005,1087,Released,unlinked,179
SO-00117,OLIVA SKIN AND HAIR CLINIC,3423,PR0003987,OLIVA REBALANCING SERUM MOISTURIZER FOR OILY/ COMBINATION SKIN 50 ML,Production Released,RM,3411,1000612,WATER,131.625,DPO-005,1087,Released,unlinked,179
SO-00117,OLIVA SKIN AND HAIR CLINIC,3423,PR0003987,OLIVA REBALANCING SERUM MOISTURIZER FOR OILY/ COMBINATION SKIN 50 ML,Production Released,RM,3355,1000511,Niacinamide,4.5,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00117,OLIVA SKIN AND HAIR CLINIC,3423,PR0003987,OLIVA REBALANCING SERUM MOISTURIZER FOR OILY/ COMBINATION SKIN 50 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",4.5,EI/PO/26-27/786,983,Released,unlinked,200
SO-00117,OLIVA SKIN AND HAIR CLINIC,3423,PR0003987,OLIVA REBALANCING SERUM MOISTURIZER FOR OILY/ COMBINATION SKIN 50 ML,Production Released,RM,3542,1001284,CCTG,3,DPO-003,1085,Released,linked:PR,3
SO-00077,VENUS HOLISTIC SERVICES PRIVATE LIMITED,3404,PR0004688,ROMA DERMA ULTRA SHIELD SUN-SAFE SUNSCREEN SPF 30 PA++++ 100 ML,Production Released,RM,3411,1000612,WATER,12.4965,DPO-005,1087,Released,unlinked,179
SO-00077,VENUS HOLISTIC SERVICES PRIVATE LIMITED,3404,PR0004688,ROMA DERMA ULTRA SHIELD SUN-SAFE SUNSCREEN SPF 30 PA++++ 100 ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",0.3,EI/PO/26-27/786,983,Released,unlinked,200
SO-00077,VENUS HOLISTIC SERVICES PRIVATE LIMITED,3404,PR0004688,ROMA DERMA ULTRA SHIELD SUN-SAFE SUNSCREEN SPF 30 PA++++ 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.3,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00077,VENUS HOLISTIC SERVICES PRIVATE LIMITED,3404,PR0004688,ROMA DERMA ULTRA SHIELD SUN-SAFE SUNSCREEN SPF 30 PA++++ 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.3,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00566,OLIVA SKIN AND HAIR CLINIC,3389,PR0004238,OLIVA BRIGHTENING PROTECT SUNSCREEN SPF 50 PA ++++ 50-ML,Production Released,RM,3411,1000612,WATER,53.7,DPO-005,1087,Released,unlinked,179
SO-00566,OLIVA SKIN AND HAIR CLINIC,3389,PR0004238,OLIVA BRIGHTENING PROTECT SUNSCREEN SPF 50 PA ++++ 50-ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",3,EI/PO/26-27/786,983,Released,unlinked,200
SO-00566,OLIVA SKIN AND HAIR CLINIC,3389,PR0004238,OLIVA BRIGHTENING PROTECT SUNSCREEN SPF 50 PA ++++ 50-ML,Production Released,RM,3564,1001331,AVOBENZONE,2.25,EI/PO/26-27/892,1033,Released,unlinked,25
SO-00566,OLIVA SKIN AND HAIR CLINIC,3389,PR0004238,OLIVA BRIGHTENING PROTECT SUNSCREEN SPF 50 PA ++++ 50-ML,Production Released,RM,3355,1000511,Niacinamide,0.375,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00506,MED MANOR ORGANICS PVT LTD..,3395,PR0004015,MAXEMO 150 ML,Production Released,RM,3411,1000612,WATER,527.25,DPO-005,1087,Released,unlinked,179
SO-00506,MED MANOR ORGANICS PVT LTD..,3395,PR0004015,MAXEMO 150 ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,1.5,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00506,MED MANOR ORGANICS PVT LTD..,3395,PR0004015,MAXEMO 150 ML,Production Released,RM,3355,1000511,Niacinamide,15,EI/PO/26-27/926,1059,Released,unlinked,200
